10992693;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S503;S503;ALTRUA 50;Pacemaker de dupla câmara (DC) (J01010301);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992707;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S504;S504;ALTRUA 50;Pacemaker de cateter único VDDR com sensor (J01010202);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. São constituídos por um só electrocateter tripolar que permite detectar a actividade na auricula direita(função de sensing ) e detectar e estimular a actividade do ventriculo direito (função de sensing e pacing). A função de pacing ventricular é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992715;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S601;S601;ALTRUA 60;Pacemaker de câmara única com sensor (SR) (J01010102);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Utilizam apenas um eléctrodo transvenoso com sensor colocado na câmara superior direita (aurícula direita) ou na câmara inferior direita (ventrículo direito) do coração para veicular o sinal e efectuar a estimulação a uma frequência variável, dependendo das medições dos parâmetros fisiológicos efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992723;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S602;S602;ALTRUA 60;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992731;DM Implantável Ativo (DMIA);Boston Scientific Corporation;4592;SPIRAL;ACUITY;Electrocateteres ventriculares com fixação passiva (J019001010102);"Dispositivos estéreis utilizados para estabelecer ligação eléctrica a um pacemaker, pelo ventrículo do coração do doente. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. O electrodo de fixação passiva é caracterizado pela presença de apêndices de isolamento (conhecidos como ""barbas"") nas laterais do eléctrodo distal. Os dispositivos descritos são de uso único.";Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992740;DM Implantável Ativo (DMIA);Boston Scientific Corporation;M170;M170;CONTAK RENEWAL 4 AVT;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992758;DM Implantável Ativo (DMIA);Boston Scientific Corporation;M175;M175;CONTAK RENEWAL 4 AVT;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992766;DM Implantável Ativo (DMIA);Boston Scientific Corporation;M177;CONTAK RENEWAL;GUIDANT;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10992774;DM Implantável Ativo (DMIA);Medtronic Inc. ;6056M;6056;Medtronic;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10992782;DM Implantável Ativo (DMIA);Medtronic Inc. ;6056;6056;Medtronic;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10992863;DM Implantável Ativo (DMIA);Medtronic Inc. ;C2TR01;Syncra¿ CRT-P C2TR01;Medtronic;Pacemaker de terapia de ressincronização cardíaca (TR) (J01010401);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Possuem três electrocateteres, colocados na aurícula direita, ventrículo direito e através das veias do coração no ventrículo esquerdo, capazes de detectar e estimular as três câmaras e, assim, a ressincronização do coração.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10992871;DM Implantável Ativo (DMIA);Medtronic Inc. ;C3TR01;CONSULTA;Medtronic;Pacemaker de terapia de ressincronização cardíaca (TR) (J01010401);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Possuem três electrocateteres, colocados na aurícula direita, ventrículo direito e através das veias do coração no ventrículo esquerdo, capazes de detectar e estimular as três câmaras e, assim, a ressincronização do coração.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10992928;DM Implantável Ativo (DMIA);Oscor Inc.;PETITE 52 ERJB;Petite;oscor;Electrocateteres endocárdicos bipolares auriculares e ventriculares  (de fixação activa e passiva) (J0190010102);"Dispositivos estéreis utilizados para estabelecer ligação eléctrica a um pacemaker, pela aurícula e ventrículo do coração do doente. Transmitem ao coração o impulso estimulante bipolar proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Os electrodos de fixação passiva são caracterizados pela presença de apêndices de isolamento (conhecidos como ""barbas"") nas laterais do eléctrodo distal. Os de fixação activa apresentam um sistema de fixação tipo parafuso. Os dispositivos descritos são de uso único.";MICROPORT CRM PORTUGAL, LDA
10993037;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S606;S606;ALTRUA 60;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10993088;DM Implantável Ativo (DMIA);St. Jude Medical - Cardiac Rhythm Management Division | Abbott Medical;5456i;VERITY ADx XL VDR 5456i;St Jude Medical;Pacemaker de cateter único VDDR com sensor (J01010202);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. São constituídos por um só electrocateter tripolar que permite detectar a actividade na auricula direita(função de sensing ) e detectar e estimular a actividade do ventriculo direito (função de sensing e pacing). A função de pacing ventricular é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;ABBOTT MEDICAL (PORTUGAL) - DISTRIBUIÇÃO DE PRODUTOS MÉDICOS, LDA
10993096;DM Implantável Ativo (DMIA);Boston Scientific Corporation;S404;S404;ALTRUA 40;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10993614;DM Implantável Ativo (DMIA);Medtronic Inc. ;D284TRK;MAXIMO® II CRT-D D284TRK;Medtronic;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
