3311,"ELOME 3,5 MG PO LIOF INJ",EUROFARMA ONCO,FA,CX C/ 1 FA,1,7891317019945
2343,EMULADOR QUIMICO AUTOCLAVE VAPOR TIPO 6,MAXXIMED,UN,CX C/ 250 UN,250,606529888107
1559,ENALAPRIL 10 MG CP,EMS,CP,CX C/ 30 CP,30,7896004700533
2479,ENALAPRIL 10 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004710358
2775,ENALAPRIL 20 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004710365
902,ENALAPRIL 20 MG CP,LEGRAND,CP,CX C/ 30 CP,30,7894916143011
1603,ENALAPRIL 20 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004700540
903,ENALAPRIL 5 MG CP,LEGRAND,CP,CX C/ 30 CP,30,7894916143004
1574,ENALAPRIL 5 MG CP,EMS,CP,CX C/ 30 CP,30,7896004700526
2195,ENAVO ODT 4 MG CP ORODISP,EMS,CP,CX C/ 10 CP,10,7894916512770
1900,ENAVO ODT 8 MG CP ORODISP,EMS,CP,CX C/ 60 CP,60,7894916516310
185,ENCRISE 20 UI/ML INJ 1ML,BIOLAB,AP,CX C/ 10 AP,10,7896112412113
3115,EPIKABI 2 MG/ML INJ 4 ML,FRESENIUS,AP,CX C/ 50 AP ,50,7899498608989
187,EPILENIL 250 MG CP (C1),BIOLAB,CS,CX C/ 25 CS,25,7896112426646
975,EPILENIL 576 MG INJ (C1),BIOLAB,CS,CX C/ 50 CS,50,7896112430063
105,EPIRRUBICINA 2 MG/ML INJ 25 ML,ACCORD,FR,CX C/ 1 FR,1,7898932797036
198,EPÓSIDO 20 MG/ML INJ,BLAU,FA,CX C/ 10 FA ,10,7896014678204
1791,EQUIPAMENTO PRESSAO NEGATIVA AVELLE TPN,CONVATEC,UN,CX C/ 1 UN,1,768455155040
2059,EQUIPO MACROGOTAS LLOCK INJ LATERAL FILT,NIPRO,UN,PT C/ 25,25,7898547243140
785,EQUIPO MACROGOTAS LLOCK INJ LATERAL FILT,TKL,PT,CX C/ 1 UN,1,7898547242587
2402,EQUIPO MACROGOTAS LLOCK INJ LATERAL FILT,LABOR IMPORT,UN,PT C/ 25,25,7898157725620
1674,EQUIPO MACROGOTAS LSLIP INJ LATERAL FIL,TKL,UN,PT C/ 1 UN,1,7890000003410
1673,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,TKL,UN,PT C/ 25,25,7898547243478
1082,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,LABOR IMPORT,UN,CX C/ 1 UN,1,1178981577232
1672,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,TKL,UN,PT C/ 25,25,7898547241191
1108,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,DESCARPACK,UN,PT C/ 25 UN,25,7898283815724
2060,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,NIPRO,UN,PT C/ 25,25,27898547241191
2431,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,LABOR IMPORT,UN,CX C/ 500 UN,500,7890000002847
2393,EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,TKL,UN,CX C/ 1 UN,1,7898547241368
3112,EQUIPO MACROGOTAS SIMPLES L. SLIP,MEDIX,UN,CX C/ 1 UN,1,7898652372216
646,EQUIPO MACROGOTAS SIMPLES L. SLIP,DESCARPACK,UN,PT C/ 30 UN,30,7898283813812
1770,EQUIPO MICRO INJ LATERAL C/ BURETA 150ML,LABOR IMPORT,UN,CX C/ 1 UN,1,7890000003404
2280,EQUIPO MICRO INJ LATERAL C/ BURETA 150ML,DESCARPACK,UN,CX C/ 1 UN,1,7890000002562
624,EQUIPO MICRO INJ LATERAL C/BURETA 150ML,DESCARPACK,UN,CX C/ 1 UN,1,7898283816257
645,EQUIPO MULTI 2 VIAS CORTA FLUXO (CLAMP),DESCARPACK,UN,PT C/ 40 UN,40,7898283814260
3271,EQUIPO MULTI 2 VIAS CORTA FLUXO (CLAMP),MEDSONDA,UN,1 UN,1,7898487863224
677,EQUIPO MULTI 4 VIAS CORTA FLUXO (CLAMP),DESCARPACK,PT,CX C/ 1 UN,1,7898283817261
612,EQUIPO NUTRICAO ENTERAL CONECT ESCALON,DESCARPACK,UN,CX C/ 1 UN,1,7898283815762
1830,EQUIPO NUTRICAO ENTERAL CONEX ESCALONADO,DESCARPACK,UN,PT C/ 500 UN,1,7898283816561
597,EQUIPO NUTRICAO ENTERAL L SLIP,DESCARPACK,UN,CX C/ 1 UN,1,7898283816554
702,EQUIPO TRANSF.SANGUE CAMARA DUP L.LOCK,LAMEDID,UN,1 UN,100,7898157723254
232,"ERGOMETRIN  0,2 MG/ML INJ 1 ML ",UNIAO QUIMICA,AP,CX C/ 50 AP,50,7896006270218
323,ERITROMAX 10.000 UI/ML INJ,BLAU,FA,CX C/ 1 FA,1,7896014661404
1307,ERITROMAX 10000 UI/ML INJ,BLAU,FA,CX C/ 12 FA,12,7896014661442
331,ERITROMAX 3.000 UI/ML INJ 1ML,BLAU,FA,CX C/ 1 FA,1,7896014660216
325,ERITROMAX 4.000 UI/ML INJ,BLAU,FA,CX C/ 1 FA,1,7896014661602
328,ERITROMAX 40.000 UI/ML INJ C/ SER,BLAU,SR,CX C/ 1 SR,1,7896014662555
1335,ERITROMAX 4000 UI/ML INJ 1 ML,BLAU,FA,CX C/ 12 FA,12,7896014661343
2256,ERLOTINIBE 100 MG CP,SANDOZ,CP,CX C/ 30 CP,30,7897595636362
2259,ERLOTINIBE 150 MG CP,SANDOZ,CP,CX C/ 30 CP,30,7897595636379
3014,ERTAPENEM SÓDICO1 G PÓ LIOF SOL INJ,AUROBINDO,FA,CX C/ 1 FA,1,7898361886882
1877,ESCITALOPRAM 10 MG CP (C1) VP,EMS,CP,CX C/ 30 CP,30,7896004731568
3538,ESCITALOPRAM 10 MG CP (C1) VP,CELLERA,CP,CX C/ 30 CP,30,7893454101262
3539,ESCITALOPRAM 20 MG CP (C1) VP,CELLERA,CP,CX C/ 30 CP,30,7893454101309
384,ESCOPOLAMINA 10 MG/ML SOL OR 20 ML,HIPOLABOR,FR,CX C/ 1 FR,1,7898470682757
3162,ESCOPOLAMINA 20 MG/ML INJ 1 ML,HYPOFARMA,AP,CX C/ 100 AP,100,7898122913765
324,ESCOPOLAMINA 20 MG/ML INJ 1 ML,FARMACE,AP,CX C/ 100 AP,100,7898166042032
383,ESCOPOLAMINA+DIPIRONA 340 MG/ML SOL OR ,HIPOLABOR,FR,CX C/ 1 FR,1,7898470680371
311,ESCOPOLAMINA+DIPIRONA 504MG/ML INJ 5 ML,FARMACE,AP,CX C/ 100 AP,100,7898166040670
880,ESCOVA DEGERMACAO C/ CLOREXIDINA 2% VP,CRISTALIA,UN,CX C/ 1 UN,48,7896676411409
1722,ESCOVA DEGERMACAO C/PVPI 1%,CRISTALIA,UN,1 UN,48,7896676411416
73,ESCOVA SECA ,CRISTALIA,UN,UN,48,7896676408423
2758,ESOMEPRAZOL 20 MG CP,GERMED,CP,CX C/ 28 CP,28,7896004742083
901,ESOMEPRAZOL 20 MG CP ,LEGRAND,CP,CX C/ 28 CP,28,7894916147705
176,ESOMEPRAZOL 40 MG CP,EMS,CP,CX C/ 28 CP,28,7896004742076
1159,ESOMEPRAZOL 40 MG CP,GERMED,CP,CX C/ 28 CP,28,7896004743967
3342,ESOMEPRAZOL 40 MG INJ,CAMBER,FA,CX C/ 1 FA,1,7908101200035
2692,ESOMEPRAZOL 40MG CP,LEGRAND,CP,CX C/ 28 CP,28,7894916148009
2998,ESOMEPRAZOL 40MG CP,LEGRAND,CP,CX C/ 14 CP,14,7894916147712
2470,ESOMEPRAZOL MAGNÉSICO 20 MG CP,EMS,CP,CX C/ 28 CP,28,7896004742069
2990,"ESPARADRAPO 10X4,5 BRANCO",CIEX,UN,CX C/ 1 UN,1,7899957103987
726,ESPARADRAPO 10X4.5 BRANCO,MISSNER,UN,CX C/ 1 UN,1,7896544910102
727,ESPARADRAPO 10X4.5 BRANCO ADPELE,MISSNER,UN,CX C/ 1 UN,1,7896544901100
2093,"ESPARADRAPO 2,5X4,5 BRANCO ",MISSNER,UN,CX C/ 1 UN,1,7896544925458
2091,ESPARADRAPO 5X4.5 BRANCO,MISSNER,UN,CX C/ 1 UN,1,7896544910058
1951,ESPECULO VAGINAL DESC.  P ESTÉRIL,CRAL,UN,CX C/ 200 UN,200,7898599570713
1956,ESPECULO VAGINAL DESC. M ESTERIL,CRAL,UN,CX C/ 200 UN,200,7898599570645
1953,ESPECULO VAGINAL DESC. M ESTÉRIL,CRAL,UN,CX C/ 200 UN,200,7898599570706
1974,ESPECULO VAGINAL DESC. P ESTERIL,CRAL,UN,CX C/ 200 UN,200,7898599570652
2542,ESPIRONOLACTONA 100 MG CP,HIPOLABOR,CP,CX C/ 500 CP,500,7898123907497
1227,ESPIRONOLACTONA 100 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004716152
152,ESPIRONOLACTONA 100 MG CP,EMS,CP,CX C/ 30 CP,30,7896004716138
1611,ESPIRONOLACTONA 100 MG CP VP,EMS,CP,CX C/ 16 CP,16,7896004716145
2723,ESPIRONOLACTONA 25 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004708959
937,ESPIRONOLACTONA 25 MG CP,EMS,CP,CX C/ 30 CP,30,17896004708942
1577,ESPIRONOLACTONA 25 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004750361
2543,ESPIRONOLACTONA 50 MG CP,HIPOLABOR,CP,CX C/ 500 CP,500,7898470680661
2764,ESPIRONOLACTONA 50 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004711041
1544,ESPIRONOLACTONA 50 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004711034
603,ESTETOSCOPIO DE PINARD,CPL,UN,CX C/ 1 UN,1,1001512000000
1464,ETHAMOLIN 50 MG/ML INJ 2 ML,FQM,AP,CX C/ 6 AP,6,17898040320874
2798,ETHAMOLIN 50 MG/ML INJ 2 ML VP,FQM,AP,CX C/ 6 AP,6,7898040320874
225,ETILEFRIL 10 MG/ML INJ 1ML,UNIAO QUIMICA,AP,CX C/ 6 AP,6,7896006212706
1167,ETOMIDATO 2 MG/ML INJ 10 ML (C1),BLAU,AP,CX C/ 5 AP,5,7896014682102
58,ETOMIDATO 2 MG/ML INJ 10 ML (C1) VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676408041
546,EVEROLIMO 10 MG CP,NATCO PHARMA,CP,CX C/ 28 CP,28,7898565163802
550,EVEROLIMO 5 MG CP,NATCO PHARMA,CP,CX C/ 28 CP,28,7898565163796
1586,EVOCLASS 20 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364565
1594,EVODAZIN 100 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364763
1595,EVODAZIN 200 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364770
1587,EVOFLUBINA 50 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364596
1588,EVOLOX 1G PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364626
1585,EVOMID 10 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364589
1590,EVOMIXAN 2 MG/ML INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364558
1591,EVOPOSDO 20 MG/ML INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364756
3211,EVORUBICIN 10 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364718
3212,EVORUBICIN 50 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364725
2198,EVOTAXEL 6 MG/ML INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364657
2428,"EVOTAXEL 6 MG/ML INJ 16,7ML",FARMARIN,FA,CX C/ 1 FA,1,7898179364640
2197,EVOTAXEL 6 MG/ML INJ 25ML,FARMARIN,FA,CX C/ 1 FA,1,7898179364664
1596,EVOTAXEL 6 MG/ML PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364633
3213,EVOTERIN 20 MG/ML INJ 5ML,FARMARIN,FA,CX C/ 1 FA,1,7898179364619
1589,EVOXALI 100 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364701
1593,EVOXALI 50 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364695
1592,EVOZAR 1G PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364688
2425,EVOZAR 200 MG PO LIOF INJ,FARMARIN,FA,CX C/ 1 FA,1,7898179364671
158,EXEMESTANO 25 MG CP,ACCORD,CP,CX C/ 30 CP,30,7898565580272
3130,"EXFORGE HCT 177,50 MG CP",NOVARTIS,CP,CX C/ 28 CP,28,17896261015586
1535,"EXFORGE HCT 177,50 MG CP VP",NOVARTIS,CP,CX C/ 28 CP,28,7896261015586
1537,"EXFORGE HCT 182,50 MG CP",NOVARTIS,CP,CX C/ 28 CP,28,7896261015609
1538,EXFORGE HCT 355 MG CP VP,NOVARTIS,CP,CX C/ 28 CP,28,7896261015623
1433,EXHER 10 MG CP,NATCO PHARMA,CP,CX C/ 28 CP,28,7898565164700
2270,EXHER 5 MG CP,NATCO PHARMA,CP,CX C/ 28 CP,28,7898565164694
2452,EXJADE 250 MG CP,NOVARTIS,CP,CX C/ 28 CP,28,7896261011526
1363,EXJADE 500 MG CP,NOVARTIS,CP,CX C/ 28 CP,28,7896261011540
3272,EXTENSOR CATETER INF.12FRX120CM L.ROTAT,MEDSONDA,UN,1 UN,1,7898487862432
3273,EXTENSOR CATETER INF.12FRX40CM L.ROTAT,MEDSONDA,UN,1 UN,1,7898487862395
748,EXTENSOR CATETER INF.12FRX40CM LATEXFREE,MEDSONDA,UN,CX C/ 1 UN,1,7898487862319
749,EXTENSOR CATETER INF.12FRX60CM LATEXFREE,MEDSONDA,UN,CX C/ 1 UN,1,7898487862326
1834,EXTODIN 100 MCG/ML INJ (C1),UNIAO QUIMICA,FA,CX C/ 5 FA,5,7896006210474
1410,FASTFEN 5 MCG/ML INJ (A1) VP 2 ML VP,CRISTALIA,AP,CX C/ 30 AP,30,7896676406986
1382,FASTFEN 50 MCG/ML INJ 1 ML (A1) VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676401479
1333,FASTFEN 50 MCG/ML INJ 5 ML (A1) VP,CRISTALIA,AP,CX C/ 10 AP,10,7896676401707
235,FAZOLON 1G PO INJ ,BLAU,FA,CX C/ 20 FA,20,7896014685431
1093,"FEMARA 2,5 MG CP",NOVARTIS,CP,CX C/ 28 CP,28,7896261001183
464,FEMIGESTROL 160 MG CP,BERGAMO,CP,CX C/ 30 CP,30,7898149932183
23,FENILEFRIN 10 MG/ML INJ 1 ML VP,CRISTALIA,AP,CX C/ 50 AP,50,7896676403787
12,FENITAL 50 MG/ML INJ 5 ML (C1) VP,CRISTALIA,AP,CX C/ 10 AP,10,7896676426175
1664,FENITAL ORAL 100 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676429275
374,FENITOINA SODICA 50 MG/ML INJ 5 ML (C1),HIPOLABOR,AP,CX C/ 100 AP,100,7898123906605
228,FENOBARBITAL 40 MG/ML SOL OR (B1),UNIAO QUIMICA,FR,CX C/ 1 FR,1,7896006237167
2983,FENOCRIS 100 MG CP (B1) VP,CRISTALIA,AP,CX C/ 200 CP,200,7896676403299
67,FENOCRIS 100 MG/ML INJ  2 ML (B1),CRISTALIA,AP,CX C/ 25 AP,25,7896676431278
1665,FENOCRIS 40 MG/ML SOL OR 20 ML (B1) VP,CRISTALIA,FR,CX C/ 10 FR,10,7896676401332
2564,FENOTEROL 5 MG/ML SOL OR 20 ML,PRATI DONADUZZI,FR,CX C/ 1 FR,1,7898148293995
1370,"FENTANEST 0,05 MG/ML INJ (A1) 5ML VP",CRISTALIA,AP,CX C/ 10 AP,10,7896676428896
999,"FENTANEST 0,05 MG/ML INJ 10 ML (A1)",CRISTALIA,AP,CX C/ 25 FA,25,17896676428841
1274,"FENTANEST 0,05 MG/ML INJ 10 ML (A1)",CRISTALIA,FA,CX C/ 25 FA,25,7896676437850
2766,"FENTANEST 0,05 MG/ML INJ 10 ML (A1) VP",CRISTALIA,AP,CX C/ 25 FA,25,7896676428841
2872,"FENTANEST 0,05 MG/ML INJ 10 ML (A1) VP",CRISTALIA,AP,CX C/ 25 FA,25,7896676437942
1293,"FENTANEST 0,05 MG/ML INJ 2 ML (A1) VP",CRISTALIA,AP,CX C/ 50 AP,50,7896676428889
1112,FENTANILA 50 MCG/ML INJ (A1) 10ML,HIPOLABOR,AP,CX C/ 50 AP ,50,7898470680807
2501,FENTANILA 50 MCG/ML INJ 10 ML (A1),FRESENIUS,AP,CX C/ 50 AP,50,7899498608217
2181,FENTANILA 50 MCG/ML INJ 2 ML (A1),FRESENIUS,UN,CX C/ 50 AP,50,7899498608200
1303,FENTANILA 50 MCG/ML INJ 2 ML (A1),HIPOLABOR,AP,CX C/ 50 AP,50,7898123909033
1301,FENTANILA 50 MCG/ML INJ 5 ML (A1),HIPOLABOR,AP,CX C/ 25 AP,25,7898123909026
1721,FIBRINASE CLORANFENICOL 667UI+10MG/G VP,CRISTALIA,UN,CX C/ 10 BI,10,7896676418453
327,FILGRASTINE 300 MCG/ML INJ 1ML,BLAU,FA,CX C/ 1 FA,1,7896014684007
2595,FILGRASTINE 600 MCG/ML INJ,BLAU,SR,CX C/ 1 SR,1,7896014684373
2840,FILTRO BACTERIOLOGICO HMEF ADULTO 48H,BE CARE,UN,CX C/ 1 UN,1,736532743695
2708,FINASTERIDA 5 MG CP,EMS,CP,CX C/ 30 CP,30,7896004703466
494,FINASTERIDA 5 MG CP,AUROBINDO,CP,CX C/ 30 CP,30,7898361886820
407,FINASTERIDA 5 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004707501
1959,"FINGOLIMODE 0,5 MG CP",EMS,CP,CX C/ 28 CP,28,7896004759234
588,FIO SUT. AG. POLIESTER 5 AG 4.8 1/2FIO S,BIOLINE,UN,CX C/ 12 UN,12,7899825717773
585,FIO SUT. AG. POLIGLECAPRONE 5 AG 1.9 3/8,BIOLINE,UN,CX C/ 12 UN,12,7899825724610
584,FIO SUT. AG. SEDA TRANCADA 0 AG 3.0 3/8,BIOLINE,UN,CX C/ 24 UN,24,7899825714574
1119,FIPRIMA 60 MUI/ML INJ,EUROFARMA ONCO,SR,CX C/ 1 SR,1,7891317102791
2991,FITA AUTOCLAVE 19X30,CIEX,UN,CX C/ 1 UN,1,7898904279584
730,FITA AUTOCLAVE 19X30,MISSNER,UN,CX C/ 1 UN,1,7896544900363
3028,"FITA CIRURGICA SEDA DE RAYON 100X4,5",CIEX,UN,CX C/ 1 UN,1,7898563770392
728,FITA CREPE ADESIVA 16X50 HOSPITALAR,MISSNER,UN,CX C/ 1 UN,1,7896544925472
2728,FITA CREPE ADESIVA 19X50 HOSPITALAR,CIEX,UN,CX C/ 1 UN,1,7898563770262
729,FITA CREPE ADESIVA 19X50 HOSPITALAR,MISSNER,UN,CX C/ 1 UN,1,7896544925489
2992,FITA CREPE ADESIVA HOSPITALAR 16X50,CIEX,UN,CX C/ 1 UN,1,7898563770255
1070,"FITA INDICADORA ORTOFTALALDEIDO 0,55%",INDALABOR,UN,FR C/ 40 UN,40,7000000000125
2729,"FITA MICROPORE 2,5X10 BEGE",CIEX,UN,CX C/ 1 UN,1,7898904280252
2730,"FITA MICROPORE 5,0X10 BEGE",CIEX,UN,CX C/ 1 UN,1,7898904280269
2995,FITA MICROPOROSA 10X10 BRANCA,CIEX,UN,CX C/ 1 UN,1,7898563770095
2407,FITA MICROPOROSA 10X10 BRANCA,MISSNER,RL,CX C/ 1 UN,1,7896544900141
731,FITA MICROPOROSA 10X10 BRANCA ADPELE,MISSNER,UN,CX C/ 1 UN,1,7896544901391
2089,"FITA MICROPOROSA 10X4,5 BRANCA",MISSNER,UN,CX C/ 1 UN,1,7896544900158
2094,FITA MICROPOROSA 10X4.5 BEGE,MISSNER,UN,CX C/ 1 UN,1,7896544900295
2410,"FITA MICROPOROSA 2,5X10 BRANCA",MISSNER,RL,CX C/ 1 UN,1,7896544900127
2993,"FITA MICROPOROSA 2,5X10 BRANCA",CIEX,UN,CX C/ 1 UN,1,7898563770071
733,"FITA MICROPOROSA 2,5X10 BRANCA ADPELE",MISSNER,UN,CX C/ 1 UN,1,7896544901414
732,"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",MISSNER,UN,CX C/ 1 UN,1,7896544901407
2408,"FITA MICROPOROSA 5,0X10 BRANCA",MISSNER,RL,CX C/ 1 UN,1,7896544900110
2994,"FITA MICROPOROSA 5,0X10 BRANCA",CIEX,UN,CX C/ 1 UN,1,7898563770088
2095,"FITA MICROPOROSA 5,0X4,5M BEGE",MISSNER,UN,CX C/ 1 UN,1,7896544900257
3056,FITA RIOSCOPE OPA TEST STRIPS,RIOQUIMICA,UN,FR C/40 CP,40,17897780216802
380,FITOMENADIONA 10 MG/ML INJ 1 ML,HIPOLABOR,AP,CX C/ 50 AP,50,7898123906308
1971,FIXADOR CELULAR CITOLOGICO 100ML,CRAL,UN,CX C/ 1 UN,1,7899935303002
1812,FIXADOR DE SONDA NASAL ADUL PEQ(NASO-FIX,CONVATEC,UN,CX C/ 100 UN,100,768455169276
541,FLAMADOR 50 MG CP,LEGRAND,CS,CX C/ 24CAP ,24,7896004713649
3168,FLAVONID 500MG CP,NEO QUIMICA,CP,CX / 60 CP,60,7896714221847
3169,FLAVONID 500MG CP,NEO QUIMICA,CP,CX / 30 CP,30,7896714203768
2685,FLEBON 50MG,FQM,CP,CX C/ 30 CP,30,7898040322670
487,FLIXOTIDE 250 MCG SUS AER VP,GSK,FR,CX C/ 1 FR,1,7896269900808
2820,FLIXOTIDE 50 MCG SUS AER,GSK,FR,CX C/ 1 FR,1,17896015516581
488,FLIXOTIDE 50 MCG SUS AER VP,GSK,FR,CX C/ 1 FR,1,7896015516581
1797,FLORAX 100 MI/ML SUS OR,HEBRON,UN,CX C/ 100 UN,100,7896685301289
2249,FLORAX 50 MILHOES/ML SUS OR,HEBRON,UN,CX C/ 100 UN,100,7896685301296
1259,"FLORINEFE 0,1 MG CP",ASPEN PHARMA,CP,CX C/ 100 CP,100,7895858017002
3322,FLUCISTEIN  20MG/ML 100ML,UNIAO QUIMICA,FR,CX C/ 1 FR,1,7896006268666
1436,FLUCISTEIN 100 MG/ML INJ 3 ML,UNIAO QUIMICA,AP,CX C/ 5 AP,5,7896006298465
2635,FLUCISTEIN 40 MG/G GRANU,UNIAO QUIMICA,EN,CX C/ 15 ENV,15,7896006257752
2774,FLUCONAZOL 150 MG CP,GERMED,CS,CX C/ 2 CS,2,7896004707921
2862,FLUCONAZOL 150 MG CP,GERMED,CS,CX C/ 1 CS,1,7896004707914
153,FLUCONAZOL 150 MG CP,EMS,CS,CX C/ 2 CS,2,7896004703343
1380,FLUCONAZOL 2 MG/ ML 100 ML VP,CRISTALIA,BS,CX C/ 6 BS,6,7896676436563
2186,FLUCONAZOL 2 MG/ML INJ 100 ML,HALEX ISTAR,BS,CX C/ 60 BS,60,7898361701543
276,"FLUMAZENIL 0,1 MG/ML INJ 5 ML (C1)",TEUTO,AP,CX C/ 5 AP,5,7896112173618
247,"FLUMAZENIL 0,1 MG/ML INJ 5 ML (C1)",UNIAO QUIMICA,AP,CX C/ 5 AP,5,7896006237174
25,"FLUMAZIL 0,1MG/ML INJ 5 ML (C1) VP",CRISTALIA,AP,CX C/ 10 AP,10,7896676427950
912,FLUORURACILA 50 MG/ML INJ 10ML,ACCORD,FA,CX C/ 1 FA,1,7898902274536
160,FLUORURACILA 50 MG/ML INJ 20ML,ACCORD,FA,CX C/ 1 FA,1,7898902274543
2754,FLUOXETINA 20 MG CP (C1) VP,GERMED,CP,CX C/ 30 CP,30,7896004711799
1648,FLUOXETINA 20 MG CP (C1) VP,EMS,CP,CX C/ 30 CP,30,7896004744360
2849,FLUOXETINA 20MG CP (C1),LABORATORIO GLOBO,CP,CX C/ 30 CP,30,7898060134529
1432,FLUSAN 50 MG/ML INJ 10ML,EUROFARMA ONCO,FA,CX C/ 50 FA,50,7891317470302
1431,FLUSAN 50 MG/ML INJ 20ML,EUROFARMA ONCO,FA,CX C/ 20 FA,20,7891317470326
200,FLUTAMIDA 250 MG CP,BLAU,CP,CX C/ 20 CP,20,7896014668519
183,FOLIFOLIN 5 MG CP,EMS,CP,CX C/ 30 CP,30,7896004726700
1120,FOLINATO DE CÁLCIO 10 MG/ML INJ 30ML,EUROFARMA ONCO,FA,CX C/ 10 FA,10,7891317466206
1136,FOLINATO DE CÁLCIO 50 MG PO LIOF INJ,EUROFARMA ONCO,FA,CX C/ 50 FA,50,7891317447229
1035,FORMOL 10% TAMPONADO 1 L,INDALABOR,UN,CX C/ 1 UN,1,7898355990427
1245,FOSAPREPITANTO DIMEGLUMINA 150MG PO INJ,ACCORD,FA,CX C/ 1 FA,1,7898565582306
3,FRESOFLOX 2 MG/ML INJ 100 ML ,FRESENIUS,FR,CX C/ 1 FR,1,7897947708754
475,"FRESOFLOX 2,0 MG/ML INJ 200 ML",FRESENIUS,FR,CX C/ 1 FR,1,7897947701298
1714,FRUTOVITAM 10 ML INJ 10 ML,CRISTALIA,AP,CX C/ 100 AP,100,7896676401561
1155,FUROSEFARMA 10 MG/ML INJ 2 ML,FARMACE,AP,CX C/ 100 AP,100,7898166042766
1334,FUROSEMIDA 10 MG/ML INJ 2 ML VP,HYPOFARMA,AP,CX C/ 100 AP,100,7898122910634
3165,FUROSEMIDA 40 MG CP,NEO QUIMICA,CP,CX C/ 30 CP,30,7896714234564
3166,FUROSEMIDA 40 MG CP,NEO QUIMICA,CP,CX C/ 20 CP,20,7896714234557
2499,GABAPENTINA 300 MG CP (C1),GERMED,CS,CX C/ 30 CS,30,7896004713274
1460,GABAPENTINA 300 MG CP (C1),AUROBINDO,CS,CX C/ 30 CS,30,7898361882020
3228,GABAPENTINA 300 MG CP (C1),LEGRAND,CP,CX C/ 30 CP ,30,7894916142588
938,GABAPENTINA 300 MG CP (C1),EMS,CP,CX C/ 30 CP ,30,7896004713250
131,GABAPENTINA 400 MG (C1) VP,EMS,CP,CX C/ 30 CS,30,7896004713267
1498,GALVUS 50 MG CP,FQM,CP,CX C/ 56 CP,56,7896261012936
1482,GALVUS 50 MG CP,FQM,CP,CX C/ 28 CP,28,7896261012929
1530,GALVUS MET 50 MG + 1000 MG CP,FQM,CP,CX C/ 56 CP,56,7896261016262
1526,GALVUS MET 50 MG + 500 MG CP,FQM,CP,CX C/ 56 CP,56,7896261016248
1528,GALVUS MET 50 MG + 850 MG CP,FQM,CP,CX C/ 56 CP,56,7896261016255
229,GANCICLOTRAT 500 MG PO INJ C/DIL,UNIAO QUIMICA,FA,CX C/ 1 FA,1,7896006206569
2987,GANCICLOVIR SODICO 500MG PO LIOF INJ,EUROFARMA,FA,CX C/ 50FA,50,7891317009830
342,GANCICLOVIR SODICO 500MG PO LIOF INJ/DIL,EUROFARMA,FA,CX C/ 50FA,50,7891317426422
251,GANVIRAX 250 MG CP ,BLAU,CS,FR C/ 40 CP,40,7896014677009
2719,GARROTE COM TRAVA ADULTO AZUL,LABOR IMPORT,UN,CX C/ 1 UN,1,7898157727139
2956,GARROTE EM ROLO LATEX FREE 36CM,SOL-MILLENNIUM,UN,CX C/ 25 UN,25,1230000059381
1917,GARROTE EM ROLO LATEX FREE 36CM,CRAL,UN,CX C/ 25 UN,25,7898599570966
3236,GARROTE EM ROLO LATEX FREE 46CM,LABOR IMPORT,UN,CX C/ 1 ROLO,1,7898157721731
