CODIGO_INTERNO;CODIGO_BARRAS;REGISTRO_ANVISA;NOME_COMERCIAL;APRESENTACAO;MARCA;TIPO_EMBALAGEM;QT_EMBALAGEM
1337;7898166040885;1108500300086;DIPIRONA 500 MG/ML 20 ML FR (G);DIPIRONA SODICA MONOIDRATADA 500 MG/ML 20 ML VO FR;FARMACE;CX C/100 FR;100
1450;7898049791231;1039200730054;NIMELIT 50 MG/ML 15 ML FR (S);NIMESULIDA 50 MG/ML 15 ML FR;VITAMEDIC;CX C/50 FR;50
1451;7898049791286;1039200800079;PREDCORT 5 MG CP (S);PREDNISONA 5 MG VO CP;VITAMEDIC;CX C/500 CP;500
1452;7899547507164;1256802230052;NERVAMIN 300 MG CP (S);CLORIDRATO DE TIAMINA 300 MG VO CP;PRATI DONADUZZI;CX C/600CP;600
1453;7898148294800;1256800320161;IONCLOR 60 MG/ML 150 ML FR (S);CLORETO DE POTÁSSIO 60 MG/ML 150 ML FR;PRATI DONADUZZI;CX C/50 FR;50
1454;7899547524413;1256802500289;BROM DE GALANTAMINA 24 MG CAP (G) (C1);BROMIDRATO DE GALANTAMINA 24 MG VO CAP (C1);PRATI DONADUZZI;CX C/280 CAP;280
1647;7896112125358;1037006400013;FENOBARBITAL 100 MG CP (G) (B1);FENOBARBITAL 100 MG VO CP SULCADOS (B1);TEUTO;CX C/20 CP;20
1709;7898951599642;80937630013;DESCARBOX LENCOL ECOLOGIC 70 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% FIBRAS BRANCAS 70 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1710;7898951599673;80937630015;DESCARBOX LENCOL PREMIUM 50 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% CELULOSE VIRGEM 50 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1711;7898951599659;80937630015;DESCARBOX LENCOL PREMIUM 70 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% CELULOSE VIRGEM 70 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1738;7898495607315;1156001910024;VARIFLUX 450/50 MG CP (S);DIOSMINA + HESPERIDINA 450/50 MG VO CP;CIFARMA;CX C/30 CP;30
1318;7896006210870;1049712130142;OXCARB 300 MG CP (S) (C1);OXCARBAZEPINA 300 MG VO CP (C1);UNIAO QUIMICA;CX C/60 CP;60
1436;7899547511031;1256802470029;METFORMINA 500 MG LIB PROLONGADA CP (G);CLORIDRATO DE METFORMINA 500 MG LIBERACAO CONTROLADA VO CP;PRATI DONADUZZI;CX C/30 CP;30
1456;7896112190707;1037002970060;AMICACINA 250 MG/ML 2 ML AMP (G);SULFATO DE AMICACINA 250 MG/ML SOL/INJ IM/IV 2 ML AMP ;TEUTO;CX C/50 AMP;50
1457;7896112190714;1037002970028;AMICACINA 50 MG/ML 2 ML AMP (G);SULFATO DE AMICACINA 50 MG/ML SOL/INJ IM/IV 2 ML AMP ;TEUTO;CX C/50 AMP;50
1471;7896523215259;1438101690086;SINVASTATINA 20 MG CP (G);SINVASTATINA 20 MG VO CP;CIMED;CX C/500 CP;500
1684;7898941450519;80587510002;ESTERILCARE BOBINA ESTERILI 50 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 50 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1685;7898941450014;80587510002;ESTERILCARE BOBINA ESTERILI 80 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 80 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1686;7898941450038;80587510002;ESTERILCARE BOBINA ESTERIL 100 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 100 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1687;7898941450052;80587510002;ESTERILCARE BOBINA ESTERIL 120 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 120 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1688;7898941450076;80587510002;ESTERILCARE BOBINA ESTERIL 150 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 150 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1243;7898123902256;1134300520057;NOVOSIL 10 MG CP (S);CLORIDRATO DE METOCLOPRAMIDA 10 MG VO CP;HIPOLABOR;CX C/500 CP;500
1298;7896112125952;1037004630046;ANDROCORTIL 100 MG PO/INJ IM/IV FA (S);SUCCINATO SÓDICO DE HIDROCORTISONA 100 MG PÓ/INJ IV/IM S/DIL F/A;TEUTO;CX C/50 FA;50
1307;7896006208648;1049713890108;OXCARBAZEPINA 60 MG/ML 100 ML (G) (C1);OXCARBAZEPINA 60 MG/ML 100 ML VO FR (C1);UNIAO QUIMICA;FR C/100 ML;1
1347;7896112126607;1037003850069;RANITIDINA 25 MG/ML SOL/INJ 2 ML AMP (G);CLORIDRATO DE RANITIDINA 25 MG/ML SOL/INJ IM/IV 2 ML AMP;TEUTO;CX C/120 AMP;120
1904;7896202500768;ISENTO;FIXA-CAL 1250 (EQ 500) MG/200 UI CP ;CARBONATO DE CALCIO + COLECALCIFEROL 1250 (EQUIVALENTE A 500 MG DE CALCIO ELEMENTAR) MG/200 UI VO CP;VITAMED;CX C/500 CP;500
1362;7899470807232;0;MASFEROL 200 (EQ 40 MG) MG CP (S);SULFATO FERROSO 200 MG (FERRO ELEMENTAR 40 MG) VO CP (25 BLISTERS C/20 CP);NATULAB;CX C/500 CP;500
1475;7898123905660;1134301120011;LIDOCAINA 20 MG/G 30 G BIS (G);CLORIDRATO DE LIDOCAINA 20 MG/G 30 G BIS;HIPOLABOR;CX C/100 BIS;100
1499;7896112147169;1037003050038;NISTATINA 25.000 UI/G  60 G BIS (G);NISTATINA 25.000 UI/G CREME VAGINAL 60 G BIS;TEUTO;CX C/50 BIS;50
1663;7898947017204;80451960119;NPH MEDICAL ESCALPE C/SIST SEG 21G;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 21 G C/ SIST DE SEGURANÇA;NUTRIEX;CX C/100 UNI;100
1664;7898615310507;80451960119;NPH MEDICAL ESCALPE VACUO C/SIST SEG 21G;ESCALPE PARA COLETA DE SANGUE A V´ÁCUO 21 G C/ SIST DE SEGURANÇA;NUTRIEX;CX C/100 UNI;100
1665;7898615310484;80451960182;NPH MEDICAL AGULHA VACUO C/ SEG 30 X0,8 ;AGULHA COLETA VÁCUO C/SIST DE SEGURANÇA 30 X 0,8 MM / 21G X 1.1/4;NUTRIEX;CX C/100 UNI;100
1666;7898947017211;80451960119;NPH MEDICAL ESCALPE C/SIST SEG 23G;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 23 G C/ SIST DE SEGURANÇA;NUTRIEX;CX C/100 UNI;100
1700;7896112127710;1037003090080;DEXCLORFENIRAMINA 0,4 MG/ML 100 ML FR(G);"DEXCLORFENIRAMINA 0,4 MG/ML 100 ML + COPO MEDIDOR
";TEUTO;CX C/50 FR;50
1701;7896112417194;1097401740021;CLAUDIC 50 MG CP (S);CILOSTAZOL 50 MG VO CP;BIOLAB;CX C/ 30 CP;30
1378;7896112190684;1037005020039;TRAMADOL 50 MG 1 ML AMP (G) (A2);TRAMADOL 50 MG/ML SOL/INJ IM/IV 1 ML AMP (A2);TEUTO;CX C/60 AMP;60
1905;7896202502250;1169500380014;PLANTAGO VITAMED 3,5 G ENV;PLANTAGO OVATA (PSYLLIUM) 3,5G VO ENV EFERVECENTE;VITAMED;CX C/10 ENV;10
1432;7896006209690;1049713230078;VARFARINA SODICA 5 MG CP (G);VARFARINA SÓDICA 5 MG VO CP;UNIAO QUIMICA;CX C/30 CP;30
1506;7897848502505;1476100230068;SULFADIAZINA DE PRATA 10 MG/G 50 G (G);SULFADIAZINA DE PRATA 10 MG/G CREME DERMATOLOGICO 50 G BIS;NATIVITA;CX C/200 BIS;200
1548;7896004706337;1023507000425;CLOR DE SERTRALINA 100 MG CP (G) (C1);CLORIDRATO DE SERTRALINA 100 MG VO CP (C1);EMS;CX C/14 CP;14
1552;7898148297542;1256801570011;MUPIROCINA 20 MG/G 15 G (G);MUPIROCINA 20 MG/G 15 G BIS;PRATI DONADUZZI;BIS C/15 G;1
1553;7899095230293;1542301900011;PREDNISOLONA 10 MG/ML COLIRIO 5 ML (G);"ACETATO DE PREDNISOLONA 10 MG/ML SUSPENSAO OFTALMICA 5 ML FR

";GEOLAB;FR C/5 ML;1
1888;7898911244308;1556200140038;CEFEPIMA 1 G IM/IV PO/INJ IM/IV FA (G);CLORIDRATO DE CEFEPIMA 1 G PÓ/INJ S/DIL F/A;ABL;CX C/25 FA;25
1608;7899547510911;1256802570015;CABERGOLINA 0,5 MG CP (G);CABERGOLINA 0,5 MG VO CP;PRATI DONADUZZI;CX C/2 CP;2
1610;7895858017002;1376401600011;FLORINEFE 0,1 MG CP (2 A 8°C) (E);CABERGOLINA 0,5 MG VO CP;ASPEN PHARMA;CX C/100 CP;100
1650;7898940658916;1565100520024;HEM QUETIAPINA 100 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 100 MG VO CP (C1);ZYDUS;CX C/30 CP;30
1712;7896615142883;80023140012;X-PRAY ESPACADOR INFANTIL (AMARELO);ESPAÇADOR PARA MEDICAMENTOS AEROSSOIS INFANTIL;SONICLEAR;CX C/1 UN;1
1248;7898148290437;1256801920055;CETOCONAZOL 200 MG CP (G);CETOCONAZOL 200 MG VO CP ;PRATI DONADUZZI;CX C/450 CP;450
1249;7898148294602;1256801260020;DEXAMETASONA 1 MG/G 10 G BIS (G);ACETATO DE DEXAMETASONA 1 MG/G CREME DERMATOLOGICO 10 G BIS;PRATI DONADUZZI;CX C/100 BIS;100
1250;7898148294008;1256801240021;BROM FENOTEROL 5 MG/ML 20 ML FR (G);BROMIDRATO DE FENOTEROL 5 MG/ML 20 ML SOL ORAL FR;PRATI DONADUZZI;CX C/200 FR;200
1251;7898148294459;1256801820034;METRONIDAZOL 250 MG CP (G);METRONIDAZOL 250 MG VO CP;PRATI DONADUZZI;CX C/600 CP;600
1252;7898148291571;1256801280013;NEOM 5 MG + BACI 250 UI/G 15 G BIS (G);SULFATO DE NEOMICINA 5 MG/G + BACITRACINA ZÍNCICA 250 UI/G 15 G BIS;PRATI DONADUZZI;CX C/200 BIS;200
1253;7898148292004;1256801500099;CLOR CIPROFLOXACINO 500 MG CP (G);CLORIDRATO DE CIPROFLOXACINO 500 MG VO CP;PRATI DONADUZZI;CX C/300 CP;300
1419;7898109240327;1038501120044;TOUX 7 MG/ML 120 ML FR (S);HEDERA HELIX 7 MG/ML 120 ML VO FR;ELOFAR;FR C/120 ML;1
1222;7898560663475;1883000260028;POLIXIL B 500.000 UI FA (S);SULFATO DE POLIMIXINA B 500.000 UI FA;QUIMICA HALLER;CX C/25 FA;25
1413;7896006212300;1049713550021;CEFALEXINA 50 MG/ML 100 ML FR (G);CEFALEXINA 50 MG/ML VO 100 ML FR + COPO MEDIDOR;UNIAO QUIMICA;FR C/100 ML;1
1418;7896862917869;1091700340059;NIFEDIPRESS 20 MG RETARD CP (S);NIFEDIPINO 20 MG VO CP RETARD;MEDQUIMICA;CX C/500 CP;500
1461;7897848501072;1476100200029;CETOCONAZOL 20 MG/ML 100 ML FR (G);CETOCONAZOL 20 MG/ML 100 ML SHAMPOO FR;NATIVITA;CX C/80 FR;80
1536;7896112155010;1037005520023;DEXAMETASONA 4 MG CP (G);DEXAMETASONA 4 MG VO CP;TEUTO;CX C/200 CP;200
1563;7898148293377;1256800340101;CARBOCISTEINA 20 MG/ML 100 ML FR (G);CARBOCISTEINA 20 MG/ML 100 ML VO FR + COPO MEDIDOR;PRATI DONADUZZI;CX C/50 FR;50
1535;7899547507393;1256800430046;METRONIDAZOL 100 MG/G 50 G BIS VAG (G);METRONIDAZOL 100 MG/G GELEIA VAGINAL 50 G BIS;PRATI DONADUZZI;BIS C/50 G;1
1623;7898123906759;1134301210035;ESCOP + DIPIRONA 500+ 4 MG/ML 5 ML (G);"BROMETO DE ESCOPOLAMINA + DIPIRONA 4/500 MG/ML SOL/INJ IM/IV 5 ML AMP
";HIPOLABOR;CX C/100 AMP;100
1624;7898123905851;1134301880049;NALBUFINA 10 MG/ML 1 ML AMP (G) (A2);CLORIDRATO DE NALBUFINA 10 MG/ML SOL/INJ IM/IV/SC 1 ML AMP (A2);HIPOLABOR;CX C/10 AMP;10
1625;7898216365265;1410700320030;ARTRITEC 7,5 MG CP (S);"MELOXICAM 7,5 MG VO CP
";PHARLAB;CX C/500 CP;500
1254;7898148298259;1256800820065;PREDNISOLONA 1 MG/ML 100 ML FR (G);FOSFATO SÓDICO DE PREDNISOLONA 1 MG/ML 100 ML VO FR + COPO MEDIDOR;PRATI DONADUZZI;CX C/50 FR;50
1364;7898404221182;1018600330018;SANTIPLEX B 2 ML AMP (S);CLORIDRATO DE PIRIDOXINA + NICOTINAMIDA + DEXPANTENOL + CLORIDRATO DE TIAMINA 4 + 1 + 20 + 3 MG/ML SOL/INJ IM/IV AMP 2 ML ;SANTISA;CX C/100 AMP;100
1420;7896137101351;1071401110049;TENSIOVAL 250 MG CP (S);METILDOPA 250 MG VO CP ;SANVAL;CX C/500 CP;500
1429;7899470806259;1384100220059;RIFOTRAT SPRAY10 MG/ML 20 ML FR (S);RIFAMICINA SODICA 10 MG/ML 20 ML VO FR;NATULAB;CX C/50 FR;50
1430;7899470807188;0;LUFBEM 75 MG/ML 10 ML FR (S);SIMETICONA 75 MG/ML 10 ML VO FR;NATULAB;CX C/200 FR;200
1340;7898123907466;1134301430061;MIDAZOLAM 5 MG/ML 3 ML IM/IV AMP (G)(B1);MIDAZOLAM 5 MG/ML SOL/INJ IM/IV 3 ML AMP;HIPOLABOR;CX C/100 AMP;100
1564;7898148294466;1256800440041;METRON + NISTA 100/20000 MG/G 50 G (G);METRONIDAZOL 100 MG/G + NISTATINA 20000 UI/G GELEIA VAGINAL 50 G BIS;PRATI DONADUZZI;CX C/50 BIS;50
1565;7898470680401;1134301810024;ESCOPOLAMINA 10 MG/ML 20 ML FR (G);BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML 20 ML VO FR;HIPOLABOR;CX C/200 FR;200
1577;7896006270300;1049712130207;OXCARB 60 MG/ML 100 ML (C1) (S);OXCARBAZEPINA 60 MG/ML 100 ML VO FR (C1);UNIAO QUIMICA;FR C/100 ML;1
1299;7898148293704;1256800260061;NISTATINA 100.000 UI/ML 50 ML FR (G);NISTATINA 100.000 UI/ML 50 ML SUSP ORAL VO FR;PRATI DONADUZZI;CX C/50 FR;50
1355;7896676401332;1029800160030;FENOCRIS 4% 20 ML FR (C1) (S);FENOBARBITAL 40 MG/ML  FR GOTEJADOR 20 ML (C1);CRISTALIA;CX C/10 FR;10
1356;7896676403299;1029800160121;FENOCRIS 100 MG CP (C1) (S);FENOBARBITAL 100 MG VO CP (20 BLISTERS C/10 CP SULCADOS) (C1);CRISTALIA;CX C/ 200 CP;200
1488;7896137123797;1071402490023;DEXAMETASONA 1 MG/G 10 G BIS (G);ACETATO DE DEXAMETASONA 1 MG/G CREME DERMATOLOGICO 10 G BIS;SANVAL;CX C/50 BIS;50
1515;7896006264811;1049713390016;CLOR PETIDINA 50 MG/ML 2 ML AMP (G) (A2);CLORIDRATO DE PETIDINA 50 MG/ML SOL/INJ IM/IV/SC 2 ML AMP (A2);UNIAO QUIMICA;CX C/25 AMP;25
1970;7898123906384;1134301160046;DOPAMINA 5 MG/ML SOL INJ 10 ML AMP (G);CLORIDRATO DE DOPAMINA 5 MG/ML SOL/INJ IV 10 ML AMP;HIPOLABOR;CX C/100 FA;100
1971;7898123905592;1134301080042;TRADINOL 0,5% 20 ML FA (S);"CLORIDRATO DE BUPIVACAINA 5  MG/ML SOL/INJ IM/IV/INTRATECAL 20 ML FA


";HIPOLABOR;CX C/100 AMP;25
1972;7899547501230;1256802730195;OLANZAPINA 5 MG CP (G) (C1);OLANZAPINA 5 MG VO CP REVESTIDOS (C1);PRATI DONADUZZI;CX C/30 CP;30
1973;7899547501100;1256802730071;OLANZAPINA 2,5 MG CP (G) (C1);OLANZAPINA 2,5 MG VO CP REVESTIDOS (C1);PRATI DONADUZZI;CX C/30 CP;30
1977;7895858005924;1376401170025;ALDOMET 500 MG CP (E);METILDOPA 500 MG VO CP ;ASPEN PHARMA;CX C/30 CP;30
2047;7897917001496;1057101150082;CAPTOMIDO 50 MG CP (S);CAPTOPRIL 50 MG VO CP;BELFAR;CX C/30 CP;30
1819;7898157720871;10369460064;LABOR AGULHA HIPODERMICA 20 X 0,55 MM  ;AGULHA HIPODERMICA DESCARTAVEL 20 X 0,55 MM / 24G X 3/4 CANHAO PURPURA MEDIO;LABOR IMPORT;CX C/100 UNI;100
1820;7898157720857;10369460064;LABOR AGULHA HIPODERMICA 30 X 0,8 MM  ;AGULHA HIPODERMICA DESCARTAVEL 30 X 0,8 MM / 21G X 1 1/4 CANHAO VERDE;LABOR IMPORT;CX C/100 UNI;100
1821;7898157720840;10369460064;LABOR AGULHA HIPODERMICA 30 X 0,7 MM  ;AGULHA HIPODERMICA DESCARTAVEL 30 X 0,8 MM / 22G X 1 1/4 CANHAO PRETO;LABOR IMPORT;CX C/100 UNI;100
1822;7898157720864;10369460064;LABOR AGULHA HIPODERMICA 13 X 0,45 MM  ;AGULHA HIPODERMICA DESCARTAVEL 13 X 0,45 MM / 26G X 1/2 CANHAO MARRROM;LABOR IMPORT;CX C/100 UNI;100
1823;7898157720901;10369460064;LABOR AGULHA HIPODERMICA 25 X 0,7 MM  ;AGULHA HIPODERMICA DESCARTAVEL 25 X 0,7 MM / 22G X 1 CANHAO PRETO;LABOR IMPORT;CX C/100 UNI;100
1985;7898947017228;80451960119;NPH MEDICAL ESCALPE C/SIST SEG 25G;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 25 G C/ SIST DE SEGURANÇA;NUTRIEX;CX C/100 UNI;100
1995;7896676412079;1029801070045;PARKIDOPA 250/25 MG CP (S);LEVODOPA + CARBIDOPA 250/25 MG VO CP;CRISTALIA;CX C/200 CP;200
1998;7896862991180;1091701030045;CLOR DE FLUOXETINA 20 MG CAP (G)(C1);CLORIDRATO DE FLUOXETINA 20 MG CAP (C1);MEDQUIMICA;CX C/300 CAP;300
1999;7896523207629;1438101810014;ACICLOVIR 50 MG/G 10 G BIS BIS (G);ACICLOVIR 50 MG/G 10 G BIS;CIMED;BIS C/10 G;1
2000;7896523212586;1438101110128;AMOXICILINA 250 MG/5ML 150 ML FR (G);AMOXICILINA 50 MG/ML 150 ML VO FR;CIMED;CX C/50 FR;50
2001;7896112189930;1037002370047;CARBIDOL 25/250 MG CP (S);CARBIDOPA +  LEVODOPA 25/250 MG VO CP;TEUTO;CX C/50 CP;50
2052;7898208146797;1140200580028;NOREPINEFRINA 2 MG/ML 4 ML AMP (G);HEMITARTARATO DE NOREPINEFRINA 2 MG/ML SOL/INJ IV 4 ML AMP;NOVAFARMA;CX C/50 AMP;50
2053;7893454101446;1044002000102;CL DE VENLAFAXINA 37,5 MG CAP (G) (C1);CLORIDRATO DE VENLAFAXINA 37,5 MG VO CAP (C1);CELLERA;CX C/30 CAP;30
1907;7896137101207;1071401080034;SANPRONOL 40 MG CP (S);CLORIDRATO DE PROPRANOLOL 40 MG VO CP;SANVAL;CX C/500 CP;500
2002;7896006254287;1049701470044;UNI-DIAZEPAX 10 MG CP (S) (B1);DIAZEPAM 10 MG VO CP (B1);UNIAO QUIMICA;CX C/200 CP;200
2005;7896523211022;1438100410055;LORATAMED 1 MG/ML 100 ML FR (S);LORATADINA 1 MG/ML 100 ML VO FR + COPO MEDIDOR;CIMED;CX C/50 FR;50
2007;7893454101644;1044002050010;ALENDRONATO DE SODIO 70 MG CP (G);"ALENDRONATO DE SÓDIO 70 MG CP
";CELLERA;CX C/4 CP;4
2010;7899095233805;1542301080073;ACETILCISTEINA PED 20 MG/ML 120 ML (G);ACETILCISTEINA PED 20 MG/ML 120 ML + COPO DOSADOR;GEOLAB;FR C/120 ML;1
2013;7896112412113;1097401900035;ENCRISE 20 U/ML IM/IV/SC 1 ML AMP (E);VASOPRESSINA 20 U/ML SOL/INJ IM/IV/SC 1 ML AMP;BIOLAB;CX C/10 AMP;10
2054;7893454101149;1044001980030;OLANZAPINA 2,5 MG CP (G) (C1);OLANZAPINA 2,5 MG VO CP REVESTIDOS (C1);CELLERA;CX C/30 CP;30
1827;7896523223223;ISENTO;BABYMED AZUL 45 G BIS (S) ;RETINOL 1000 UI/G + COLECALCIFEROL 400 UI/G + OXIDO DE ZINCO 100 MG/G 45 G BIS TÓPICO;CIMED;BIS 45 G;1
2014;7898146822302;1049201620055;CARBONATO DE LITIO 300 MG CP (G)(C1);CARBONATO DE LITIO 300 MG VO CP (C1);ACTAVIS;CX C/500 CP;500
2015;7899470801476;1384100560070;ALCACHOFRA NATULAB 300 MG CAP (S);CYNARA SCOLYMUS (ALCACHOFRA) 300 MG VO CAP;NATULAB;CX C/750 CAP;750
2016;7898259490504;80026180029;SERINGA SR 5 ML LUER SLIP S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 5 ML BICO CENTRAL / LUER SLIP S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
2017;7899547528602;1256802470215;METFORMINA 500 MG LIB PROLONGADA CP (G);CLORIDRATO DE METFORMINA 500 MG LIBERACAO CONTROLADA VO CP;PRATI DONADUZZI;CX C/60 CP;60
2018;7898123909033;1134301510020;FENTANILA 50 MCG/ML 2 ML AMP (G) (A1);CITRATO DE FENTANILA 78,5 MCG/ML (FENTANILA BASE 50MCG/ML) SOL/INJ IM/IV 2 ML AMP;HIPOLABOR;CX C/50 AMP;50
2039;7896676403398;1029802260172;LONGACTIL 100 MG CP (S) (C1);CLORIDRATO DE CLORPROMAZINA 100 MG VO CP (C1);CRISTALIA;CX C/200 CP;200
2058;7898122911921;1038700470029;DEXAMETASONA 4 MG/ML 2,5 ML AMP (G);FOSFATO DISSODICO DE DEXAMETASONA  4 MG/ML SOL/INJ IM/IV 2,5 ML AMP;HYPOFARMA;CX C/50 AMP;50
1813;7896112117131;1037003130041;ALBENDAZOL 40 MG/ML 10 ML FR (G);ALBENDAZOL 40 MG/ML 10 ML;TEUTO;CX C/100 FR;100
1814;7896862970789;1091701030029;CLOR DE FLUOXETINA 20 MG CAP (G) (C1);CLOR DE FLUOXETINA 20 MG VO CAP (C1);MEDQUIMICA;CX C/30 CAP;30
1849;7898216364978;1410700180034;HERVIRAX 30 MG/G 4,5 G OFT BIS (S);ACICLOVIR 30 MG/G 4,5 G POMADA OFTALMICA BIS;PHARLAB;BIS C/4,5 G;1
1956;7897947706521;1004101070126;SOL GLICOSE 5% SIST FECHADO 100 ML  ;"SOLUÇÃO GLICOSE 50 MG/ML SISTEMA FECHADO IV FRASCO 100 ML


";FRESENIUS KABI;CX C/80 FR;80
1957;7897947706552;1004101070142;SOL GLICOSE 5% SIST FECHADO 1000 ML  ;"SOLUÇÃO GLICOSE 50 MG/ML SISTEMA FECHADO IV FRASCO 1000 ML


";FRESENIUS KABI;CX C/16 FR;16
1958;7897947706507;1004100980110;CLORETO DE SODIO 0,9% SIST FECHA 1000 ML;"SOLUÇÃO DE CLORETO DE SÓDIO 9 MG/ML SISTEMA FECHADO IV FRASCO 1000 ML


";FRESENIUS KABI;CX C/16 FR;16
1959;7897947706651;1004101030043;RINGER C/ LACTATO SIST FECH 1000 ML FR;"SOLUÇÃO DE RINGER COM LACTATO - CLORETO DE SÓDIO + CLORETO DE POTÁSSIO + CLORETO DE CÁLCIO + LACTATO DE SÓDIO 6+0,30+0,20+3,20 MG/ML SISTEMA FECHADO FRASCO 1000 ML


";FRESENIUS KABI;CX C/16 FR;16
2060;7896006290094;1049712860116;CETROLAC 30 MG IM/IV 1 ML AMP (S);TROMETAMOL CETOROLACO 30 MG/ML SOL/INJ IM/IV 1 ML AMP;UNIAO QUIMICA;CX C/10 AMP;10
1890;7899547500103;1256802720149;BROM DE CITALOPRAM 20 MG CP (G) (C1);BROMIDRATO DE CITALOPRAM 20 MG VO CP (C1);PRATI DONADUZZI;CX C/300 CP;300
1850;7899095230309;1542301570011;CIPROFLOXACINO+ DEXAMETASONA COL 5 ML(G);"CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA 3,5 MG + 1 MG/ML SOLUÇÃO OFTALMICA 5 ML FR

";GEOLAB;FR C/5 ML;1
1915;7898201748967;10150479066;CLAMP UMBILICAL ESTERIL BRANCO ;CLAMP UMBILICAL ESTERIL BRANCO UNIDADE;ADLIN;CX C/100 UNI;100
1864;7897947709607;1004100110183;SOL GLICOFISIOLOGICA 9/50 MG/ML 500 ML  ;"SOLUÇÃO GLICOFISIOLÓGICA + CLORETO DE SÓDIO + GLICOSE ANIDRA 9 + 50 MG/ML  SISTEMA FECHADO IV FRASCO 500 ML


";FRESENIUS KABI;CX C/30 FR;30
1865;7897947706538;1004101070134;SOL GLICOSE 5% SIST FECHADO 250 ML  ;"SOLUÇÃO GLICOSE 50 MG/ML SISTEMA FECHADO IV FRASCO 250 ML


";FRESENIUS KABI;CX C/48 FR;48
1806;7898259495707;80026180002;SERINGA SR 10 ML LUER LOCK S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 10 ML BICO CENTRAL / LUER LOCK S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
1807;7898259491327;80026180009;SR AGULHA HIPODERMICA 25 X 0,7 MM  ;AGULHA HIPODERMICA DESCARTAVEL 25 X 0,7 MM / 22G X 1 CANHAO PRETO;SALDANHA RODRIGUES;CX C/100 UNI;100
1808;7898259491297;80026180009;SR AGULHA HIPODERMICA 20 X 0,55 MM  ;AGULHA HIPODERMICA DESCARTAVEL 20 X 0,55 MM / 24G X 3/4 CANHAO PURPURA MEDIO;SALDANHA RODRIGUES;CX C/100 UNI;100
1809;7898259491228;80026180009;SR AGULHA HIPODERMICA 13 X 0,45 MM  ;AGULHA HIPODERMICA DESCARTAVEL 13 X 0,45 MM / 26G X 1/2 CANHAO MARROM;SALDANHA RODRIGUES;CX C/100 UNI;100
1810;7898259491426;80026180009;SR AGULHA HIPODERMICA 30 X 0,7 MM  ;AGULHA HIPODERMICA DESCARTAVEL 30 X 0,7 MM /22G X 1.1/4 CANHAO PRETO;SALDANHA RODRIGUES;CX C/100 UNI;100
1811;7898259491334;80026180009;SR AGULHA HIPODERMICA 25 X 0,8 MM  ;AGULHA HIPODERMICA DESCARTAVEL 25  X 0,8 MM /21G X 1  CANHAO VERDE;SALDANHA RODRIGUES;CX C/100 UNI;100
1834;7896862990305;1091701130023;ESOMEPRAZOL 40 MG PO/INJ IV 6,5 ML (G);ESOMEPRAZOL SODICO 40 MG PÓ/INJ IV F/A;MEDQUIMICA;CX C/10 FA;10
1918;7899095205420;1542300190150;OMENAX 40 MG CAP (S);OMEPRAZOL 40 MG VO CAP;GEOLAB;CX C/28 CA;28
1923;7898564760613;1556200060204;KEFADIM 1 G IM/IV PO/INJ IM/IV FA (S);CEFTAZIDIMA PENTAHIDRATADA 1 G PÓ/INJ IM/IV F/A;ABL;CX C/50 FA;50
1927;7896006234210;1049711960206;UNIPRAZOL 40 MG PO/INJ IV 10 ML + DIL(S);OMEPRAZOL SÓDICO 40 MG PÓ/INJ IV C/DIL F/A;UNIAO QUIMICA;CX C/50 FA;50
1928;7898153651988;1013900240013;FLUCONAZOL 2 MG/ML BOLSA 100 ML (G);"SOLUCAO DE FLUCONAZOL 2 MG/ML SOL/INJ SISTEMA FECHADO IV 100 ML  BOLSA
";SANOBIOL;CX C/6 BOLSA;6
